id,rank,title,release_year,audience,nationality,distributor,score,director,genre,running_time,grade,story,poster_url
311,311,우리 형,2004,2479585,한국,씨제이엔터테인먼트,8.37,안권태,드라마,112분,15세 관람가,"1990년대 후반, 한 고등학교.. 같은 반에 연년생 형제가 재학중이다. 잘생긴 얼굴에 싸움까지 잘하는 '싸움 1등급' 동생-종현(원빈)과 한없이 다정하고 해맑은 '내신 1등급' 형-성현(신하균). 어린시절부터 형만 편애하던 어머니(김해숙) 때문에 17년째 교전중이던 형제는 어느날, 두형제가 동시에 인근지역 최고 퀸카-미령(이보영)에게 반하면서 2라운드에 돌입한다.

형제간에 그동안 참아왔던 감정이 폭발하며 대판 싸운 날, 성현은 그동안 동생에게 하지 못했던 말을 한다. “종현아! 내가 소원이 하나있는데.. 형이라고 한번만 불러줄래? 한번도 들어본 적이 없어서..."" 태어나 한번도 형을 형이라 부르지 않았던 동생과 동생이 자신의 첫사랑과 사귀는게 부러웠던 만큼, 자신만을 향한 어머니의 사랑이 부담스러웠던 만큼.. ...그만큼 동생에게 미안했던 형. 하지만 끝끝내 종현은 성현을 형이라 불러주지 않는데...",https://movie-phinf.pstatic.net/20111223_297/13245808608977LUGh_JPEG/movie_image.jpg
312,312,반창꼬,2012,2475797,한국,(주)넥스트엔터테인먼트월드(NEW),8.57,정기훈,드라마,120분,15세 관람가,"매일 목숨을 내놓고 사건 현장에 뛰어들지만 정작 자신의 아내를 구하지 못한 상처를 간직한 소방관 ‘강일’(고수). 매번 제 멋대로 말하고 거침없이 행동하며 상처도 사랑도 없는 척하지만 단 한번의 실수로 위기에 처한 의사 ‘미수’(한효주).

우연한 기회에 ‘미수’가 ‘119 구조대 의용대원’으로 일하게 되면서 같은 구조대에 있는 ‘강일’에게 처음으로 마음을 열고 적극적으로 다가간다. 모든 방법을 동원해 ‘강일’에게 애정공세를 펼치는 ‘미수’. 그리고 그런 그녀에게 까칠함으로 일관하던 강일 역시 조금씩 마음을 열기 시작한다.

가스 폭발 사고는 물론 차량 충돌 사고까지 쉴 틈 없이 이어지는 아찔한 사고 현장 속에서 생명을 구하고 기분 좋게 하루를 마무리 하며, 또 다른 내일을 준비하는 소방대원들. 생사가 오가는 치열한 현장에서 다른 이들의 생명은 구하며 살지만 정작 자신의 상처는 돌보지 못하는 ‘강일’과 ‘미수’.

과연 그들은 서로의 상처에 반창꼬를 붙여 줄 수 있을까?

12월, 사랑보다 더 ‘뜨거운’ 이야기가 시작된다!",https://movie-phinf.pstatic.net/20121113_149/1352790977394vQSlr_JPEG/movie_image.jpg
313,313,박수칠 때 떠나라,2005,2475291,한국,(주)시네마서비스,7.76,장진,코미디,115분,15세 관람가,"강남의 최고급 호텔 1207호에서 칼에 9군데나 찔려 발견된 A급 카피라이터 정유정. 휘발유 통을 들고 현장에서 바로 검거된 의문의 용의자 김영훈. 사건의 증거 확보를 위해 현장에 투입된 수사팀들의 분주한 움직임 속에, 이들과 함께 발빠르게 움직이는 무리가 있었으니... 바로 방송국 PD, 스탭들이다.

대한민국 건국 이래 최초로, '범죄없는 사회만들기 캠페인'의 일환으로 허울좋은 '살인사건의 수사 생중계'가 공중파를 타고 실황 중계되려는 찰나다. 이름하야 특집 생방송 ""정유정 살해사건, 누가 그녀를 죽였는가?"". 방송 스튜디오 내부엔 패널과 전문가, 방청객들의 식견이 오가고, CCTV로 연결된 현장 수사본부에서는 검사와 용의자 간의 불꽃 튀는 수사가 벌어진다. 이들의 목적은 바로 수사의 생중계를 통해 '최대한의 시청률'을 뽑아내는 것! 동물적 감각을 지닌 검사 최연기(차승원)와 샤프하지만 내성적인 용의자 김영훈(신하균). 전 국민의 유례없는 참여와 관심 속에, 1박 2일 간의 '버라이어티한 수사극'은 활기차게 진행된다.

시작은 창대하지만 끝이 미약하다...? 점점 미궁으로 빠져드는 수사. 김영훈 외 호텔 지배인, 벨보이, 주유원 등 증언자들이 늘어 나면서 애초 범인을 김영훈으로 지목하던 수사는 미궁으로 빠질 위험을 보인다. 혼란스러운 수사 데스크와 방송 관계자들의 우려 속에 50%에 육박하던 시청률도 곤두박질을 치며 수사쇼는 점점 흥미를 잃어간다. 다급해진 방송국에선 극약처방을 쓰기로 하는데...",https://movie-phinf.pstatic.net/20111223_77/1324579716549Q2mSQ_JPEG/movie_image.jpg
314,314,선생 김봉두,2003,2472135,한국,(주)시네마서비스,8.91,장규성,코미디,117분,12세 관람가,"서울의 잘나가는 초등학교 선생인 김봉두(차승원 분)는 아이들보다 한술 더 떠 지각을 밥먹듯이 하고, 교장 선생에게 매일매일 혼나는 이른바 문제 선생이다. 교재 연구보다는 술을 더 좋아하고, 학부모들의 각종 돈봉투를 적극 권장, 장려하던 어느날, 꼬리가 길면 잡히는 법이라더니 김봉두는 봉투 사건으로 인해 오지의 시골분교로 발령된다.

휴대폰도 터지지 않고, 외제담배는 커녕 국산담배도 구할 수 없는 오지의 마을로 쫓겨난 김봉두. 전교생이라고는 달랑 5명. 더구나 돈봉투는 커년 각종 채소, 김치, 과일 등을 나누어 주는 너무도 순진한 마을사람들의 모습 또한 그에게는 불만이다. 1교시 자습, 2교시 미술, 3교시 체육… 하루라도 빨리 서울로 돌아갈 날을 기다리면서 허송세월을 보내고 있던 김선생. 한술 더 떠 괴팍스러운 최노인은 글을 가르쳐달라고 생떼를 쓰는 등 김선생의 시골살이는 더더욱 암울해 보인다.

하루빨리 서울로 재입성 기회를 노리던 김봉두는 전교생을 전학보내고, 학교를 폐교할 계획을 세운다. 우선 아이들 개개인의 특기를 살려주기 위해 방과후 특별과외에 매달리는 김선생. 그런 김선생의 시꺼먼 속마음과 달리 오히려 마을 사람과 교육청에서는 훌륭한 김봉두 선생으로 인해 분교폐지 방침을 재고하는 계기가 된다. 그러나 하늘이 무너져도 봉두가 솟아날 구멍은 있는 법. 마을에는 갑자기 학교를 서바이벌 게임장으로 만들겠다는 사업가가 등장하고 김봉두는 그들로 인해 그동안 잊고 지내던 돈봉투의 위력을 맛보는데… 철부지 선생 김봉두는 과연 이런 난관을 뚫고 서울입성에 성공할 수 있을 것인가?",https://movie-phinf.pstatic.net/20111222_71/1324560524659M2GQd_JPEG/movie_image.jpg
315,315,보스 베이비,2017,2451919,미국,씨제이이앤엠(주),8.67,톰 맥그라스,애니메이션,97분,전체 관람가,"어느 날 굴러들어온 아기 동생에게 엄빠의 사랑을 모두 빼앗겨 버린 ‘팀’

평소엔 앙증맞은 베이비, 알고 보니 ‘베이비 주식회사’의 카리스마 보스

‘보스 베이비’는 비밀 임무를 수행하기 위해 파견근무 중!



팀은 엄빠의 사랑을 되찾기 위해

보스 베이비는 라이벌 ‘퍼피 주식회사’를 무찌르기 위해

원치 않는 공조를 시작한다



7살 빅 브라더 vs 7개월 베이비 브라더

그들의 살벌한 팀플이 시작된다!",https://movie-phinf.pstatic.net/20170502_246/1493714904472wjKKl_JPEG/movie_image.jpg
316,316,조선명탐정: 흡혈괴마의 비밀,2018,2444123,한국,(주)쇼박스,6.63,김석윤,모험,120분,12세 관람가,"기이한 불에 사람들이 타 죽는 미스터리한 사건이 계속되자 명탐정 김민과 파트너 서필이 다시 뭉친다.

그러던 중 사건 현장에서 자꾸 의문의 여인과 마주치게 되고,

직감적으로 그녀와 사건이 관련되어 있음을 느낀 명탐정 콤비는 의문의 여인과 함께 사건을 쫓기 시작한다.



범인이 남긴 단서들로 다음 목표물을 찾아낸 세 사람,

하지만 정체를 알 수 없는 남자 흑도포와 의문의 자객들이 세 사람의 수사를 방해하기 시작하는데…



모든 귀(鬼)들의 힘이 가장 세지는 보름!

만월에 열리는 달맞이 연회에 일어날 다섯 번째 살인을 막아라!",https://movie-phinf.pstatic.net/20180103_83/1514944124667mI6T8_JPEG/movie_image.jpg
317,317,화차,2012,2436400,한국,필라멘트픽쳐스,7.97,변영주,미스터리,117분,15세 관람가,"결혼 한 달 전, 부모님 댁에 내려가던 중 휴게소에 들른 문호와 선영. 커피를 사러 갔다 온 문호를 기다리고 있는 건 문이 열린 채 공회전 중인 차 뿐이다. 꺼져있는 휴대폰, 흔적도 없이 그녀가 사라졌다.

그녀를 찾기 위해 전직 강력계 형사인 사촌 형 종근에게 도움을 청한 문호. 하지만 가족도 친구도 없는 그녀의 모든 것은 가짜다. 실종 당일, 은행잔고를 모두 인출하고 살던 집의 지문까지 지워버린 선영의 범상치 않은 행적에 단순 실종사건이 아님을 직감하는 종근은 그녀가 살인사건과 연관되어 있음을 알아낸다.

그녀는 과연 누구였을까? 그녀의 정체에 다가갈수록 점점 더 충격적인 진실들이 밝혀지기 시작 하는데…",https://movie-phinf.pstatic.net/20120220_121/13297199672554wCnW_JPEG/movie_image.jpg
318,318,이웃사람,2012,2434099,한국,롯데쇼핑㈜롯데엔터테인먼트,7.52,김휘,스릴러,115분,청소년 관람불가,"202호 소녀의 죽음, 그리고 열흘 간격으로 발생하는 연쇄살인사건 범인의 실마리는 잡히지 않고, 강산맨션의 이웃사람들은 공포에 떤다. 그러던 중 이웃사람들은 수십 만원대의 수도세, 사건발생일마다 배달시키는 피자, 사체가 담긴 가방과 똑 같은 가방을 사 간 102호 남자를 의심하기 시작한다. 그리고 살인마 또한 이웃사람들을 눈치채기 시작하고, 두 번째 소녀의 죽음을 막기 위한 마지막 대결이 시작되는데…",https://movie-phinf.pstatic.net/20120821_15/1345527791595gJNze_JPEG/movie_image.jpg
319,319,광식이 동생 광태,2005,2430200,한국,(주)엠케이픽처스,7.77,김현석,멜로/로맨스,104분,15세 관람가,"좋아하는 여자 앞에서 고백 한 번 못해보고, 라이벌이 등장하면 평화를 위해 숨어버리는 ""연애계의 평화유지군"" 광식. 7년 전 대학 시절, 늘 그랬듯 고백조차 못하고 끝나버렸던 비운의 짝사랑 그녀, '윤경'을 한 세기가 바뀐 지금까지도 잊지 못한 채 사진관을 운영하며 살아가고 있다. 하지만 친구 명찬의 결혼식에서 윤경을 다시 만나게 되고, 자신의 이름과 학번까지 또렷이 기억하고 있는 그녀 앞에서 광식은 몸둘 바를 모른다. 그런 광식에게 윤경은 마음이 내킬 때 언제 한번 놀러 가겠다는 묘한 말만 남긴 채 가버린다. 다시 쿵쾅거리기 시작하는 광식의 심장.

형보다 7살이나 어리지만 만난 여자의 수는 수십배 많은 동생 광태. 그는 ''여자랑 잘 때 속마음은 윗도리 안주머니에 넣어둔다.' '아는 여자는 건드리지 않는다.' 등 나름의 철칙을 갖고 있는 ""귀여운 바람둥이""로 삶과 연애에 있어서 자신만의 프리 스타일(?)을 고수하는 자유주의자다. 늘씬한 여자에 대한 흑심을 가득 품고 참가한 마라톤 대회에서 섹시녀 '경재'의 핫한 바디 라인에 꽂힌 광태. 며칠 뒤 경재를 우연히 다시 만나게 되고, 하늘이 주신 두 번째 기회를 놓칠 리 없는 광태는 그녀와 화끈하고 쿨한 연애를 시작한다. 이번에도 그녀에 대한 마음이 과연 그의 '윗도리 안주머니'에서 무사할까?

드디어 광식을 찾아 온 윤경. 하지만 광식은 여전히 속 따로 말 따로 답답하기만 하다. 게다가 자신의 조수이자 광태의 친구인 '일웅'은 윤경에게 예사롭지 않은 눈길을 보내고... 광식은 또다시 ""평화유지군""이 될 위기에 처하고 만다. 한편 광태는 시간이 지날수록 열 두번의 잠자리 전에 경재와 헤어져야 한다는 자기 압박에 시달린다. 하지만 왠 걸? 되려 경재가 먼저 광태에게 그만 만나자는 통보를 보낸다. 기뻐해야 할 상황이지만, 평소와 달리 배꼽 아랫 부분이 아닌 윗 부분이 동하기 시작하는데...

7년째 탐색만 하고 있는 광식, 365일 작업중인 광태, 가만히 있다간 그녀들을 영영 놓쳐버릴 것만 같은 이 순간! 과연 그들은 본심을 말할 수 있을까?",https://movie-phinf.pstatic.net/20111222_154/1324559577487KR6mo_JPEG/movie_image.jpg
320,320,재심,2017,2421011,한국,"오퍼스픽쳐스(유),CGV아트하우스",8.5,김태윤,드라마,119분,15세 관람가,"대한민국을 뒤흔든 택시기사 살인사건 발생!

유일한 목격자였던 10대 소년 현우는

경찰의 강압적인 수사에 누명을 쓰고 10년을 감옥에서 보내게 된다



한편, 돈도 빽도 없이 빚만 쌓인 벼랑 끝 변호사 준영은

거대 로펌 대표의 환심을 사기 위한 무료 변론 봉사 중

현우의 사건을 알게 되고 명예와 유명세를 얻기에 좋은 기회라는 본능적 직감을 하게 된다.



그러나 실제로 현우를 만난 준영은 다시 한번 정의감에 가슴이 뜨거워지는 자신을 발견하게 되고

현우는 준영의 도움으로 다시 한번 세상을 믿어볼 희망을 찾게 되는데..



다시 심장을 뛰게 만들 진심을 만나라!





제8회 호주한국영화제 초청 상영 (2017)

제6회 프랑크푸르트한국영화제 초청 상영 (2017)",https://movie-phinf.pstatic.net/20170206_116/1486347780659NI0zd_JPEG/movie_image.jpg
321,321,신비한 동물들과 그린델왈드의 범죄,2018,2414062,미국,워너브러더스 코리아(주),6.24,데이빗 예이츠,모험,134분,12세 관람가,"‘뉴트 스캐맨더’(에디 레드메인)의 활약으로

강력한 어둠의 마법사 ‘겔러트 그린델왈드’(조니 뎁)가 미합중국 마법부 MACUSA에 붙잡히지만,

이내 장담했던 대로 탈출해 추종자를 모으기 시작한다.

순혈 마법사의 세력을 모아 마법을 사용하지 않는 사람들을 지배하려는

그린델왈드의 야욕을 막기 위해 ‘알버스 덤블도어’(주드 로)는 제자였던 뉴트에게 도움을 요청한다.

마법사 사회는 점점 더 분열되어 가는 가운데,

앞날의 위험을 알지 못한 채 뉴트는 이를 승낙하는데…",https://movie-phinf.pstatic.net/20181029_21/1540774701820gU85o_JPEG/movie_image.jpg
322,322,사바하,2019,2397601,한국,씨제이이앤엠(주),7.22,장재현,미스터리,122분,15세 관람가,"한 시골 마을에서 쌍둥이 자매가 태어난다.

온전치 못한 다리로 태어난 ‘금화’(이재인)와 모두가 오래 살지 못할 것이라고 했던 언니 ‘그것’.

하지만 그들은 올해로 16살이 되었다.



신흥 종교 비리를 찾아내는 종교문제연구소 ‘박목사’(이정재)는

사슴동산이라는 새로운 종교 단체를 조사 중이다.

영월 터널에서 여중생이 사체로 발견되는 사건이 발생하고

이를 쫓던 경찰과 우연히 사슴동산에서 마주친 박목사는 이번 건이 심상치 않음을 직감한다.



하지만 진실이 밝혀지기 전 터널 사건의 용의자는 자살하고,

그가 죽기 전 마지막으로 만난 실체를 알 수 없는 정비공 ‘나한’(박정민)과

16년 전 태어난 쌍둥이 동생 금화의 존재까지

사슴동산에 대해 파고들수록 박목사는 점점 더 많은 미스터리와 마주하게 되는데…!



그것이 태어나고 모든 사건이 시작되었다",https://movie-phinf.pstatic.net/20190128_284/1548637887932Dwfkj_JPEG/movie_image.jpg
323,323,화이: 괴물을 삼킨 아이,2013,2394466,한국,(주)쇼박스,7.83,장준환,액션,126분,청소년 관람불가,"줄거리
5명의 범죄자를 아버지로 둔 소년 ‘화이’.
냉혹한 카리스마의 리더 ‘석태’, 운전전문 말더듬이 ‘기태’, 이성적 설계자 ‘진성’, 총기전문 저격수 ‘범수’, 냉혈한 행동파 ‘동범’까지.
화이는 학교 대신 5명의 아버지들이 지닌 기술을 배우며 남들과 다르게 자라왔지만, 자신의 과거를 모른 채 순응하며 지내왔다.
하지만 화이가 아버지들만큼 강해지기를 바라는 리더 석태는 어느 날 범죄 현장으로 화이를 이끌고...
한 발의 총성이 울러 퍼진 그 날 이후.
숨겨진 진실을 마주하게 된 화이와 그를 둘러싼 모든 것들이 변화하기 시작한다!
“아버지... 왜 절 키우신 거에요?”",https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=98467
324,324,의뢰인,2011,2393086,한국,(주)쇼박스,8.05,손영성,드라마,123분,15세 관람가,"피로 물든 침대, 사라진 시체, 그리고 살인 혐의.. 재판이 끝나기 전까진 누구도 믿을 수 없다!

시체 없는 살인사건, 그러나 명백한 정황으로 붙잡힌 용의자는 피살자의 남편. 여기에 투입된 변호사와 검사의 치열한 공방과 배심원을 놓고 벌이는 그들의 최후 반론. 어떤 결말도 예상할 수 없는 치열한 법정 대결, 이제 당신을 배심원으로 초대한다!",https://movie-phinf.pstatic.net/20111223_142/1324646482436YSvXF_JPEG/movie_image.jpg
325,325,테이큰,2008,2379830,프랑스,㈜스튜디오이쩜영,7.87,올리비에 메가턴,액션,112분,15세 관람가,"전 부인 레니가 방문한다는 연락을 받고 집에 돌아온 브라이언 밀스(리암 니슨)

그를 기다리는 것은 살해 당한 아내

사태를 파악할 겨를도 없이 경찰이 들이닥치고

브라이언은 살인범으로 체포되기 직전 탈출한다.



쫓아야 할 대상도, 쫓기는 이유도 알 수 없는 상황에

경찰, FBI, CIA까지 모든 병력이 총동원 되어

모두가 그를 쫓는다.

이제, 그에게 무엇보다 중요한 것은

마지막 남은 딸을 지켜내는 것!



가족을 지키기 위한 목숨을 건 추격이 시작된다!",https://movie-phinf.pstatic.net/20141219_160/1418963692905gWFQm_JPEG/movie_image.jpg
326,326,007 스카이폴,2012,2376145,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),7.87,샘 멘데스,액션,143분,15세 관람가,"상관 M의 지시에 따라 현장 요원 이브와 함께 임무를 수행하던 제임스 본드는 달리는 열차 위에서 적과 치열한 결투를 벌이다 M의 명령으로 이브가 쏜 총에 맞고 추락하여 실종된다. 이에 임무가 실패로 끝나자 전세계에서 테러단체에 잠입해 임무를 수행 중이던 비밀 요원들의 정보가 분실되고 MI6는 사상 최대의 위기에 빠진다.

설상가상으로 M의 과거에 얽힌 비밀로 인해 미스터리한 적 ‘실바’에게 공격을 받은 MI6는 붕괴 위험에 처하게 되고, 이 사건으로 인해 M은 책임 추궁을 당하며 퇴출 위기에 놓인다. 이때, 죽음의 고비에서 부활한 제임스 본드가 M의 곁으로 다시 돌아온다. 절체절명의 위기에 놓인 MI6와 M을 구하기 위해 제임스 본드는 비밀스러운 여인 세버린을 통해 ‘실바’를 찾아간다. 그리고 마침내 사상 최강의 적 ‘실바’와 피할 수 없는 대결을 시작하게 되는데...",https://movie-phinf.pstatic.net/20121012_168/1350024773993oTM7y_JPEG/movie_image.jpg
327,327,가문의 영광4 - 가문의 수난,2011,2368267,한국,(주)넥스트엔터테인먼트월드(NEW),4.15,정태원,코미디,103분,15세 관람가,"드디어, 가문의 출.국.금.지.가 풀렸다!!

기업의 성공에 심취해 안일한 생활을 보내던 홍회장 일가는 난생처음 출국금지 해제 소식에 첫 해외 여행을 준비하는데 … 조폭정신으로 기업과 가문을 이끄는 카리스마 대모, 홍회장(김수미) 살림의 달인으로 거듭난 (구) 백호파의 1인자, 장인재 (신현준) 넘치는 바람기를 주체하지 못하는 가문의 첫 이혼남, 장석재(탁재훈) 사소한 일에도 크게 흥분하는 가문의 쌈닭, 장경재(임형준) 웃자고 떠난 여행, 죽도록 쫓고 쫓기게 된 사연! 과연 이들은 무사히 집으로 돌아올 수 있을까…?!",https://movie-phinf.pstatic.net/20111223_17/13246445819513a0iD_GIF/movie_image.jpg
328,328,스파이더맨 2,2004,2367704,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,8.72,샘 레이미,액션,126분,12세 관람가,"스파이더맨'이 돌아온다. 우연한 사고로 특별한 능력을 갖게된 피터 파커(토비 맥과이어)는 대학생과 슈퍼 히어로의 신분을 오가며 짜릿한 생활을 하지만 사랑 하는 메리 제인(커스틴 던스트)에게조차 자신의 마음을 열 수 없는 현실은 그들을 안타까운 로맨스로 이끈다.

한편 스파이더맨에게 아버지를 잃고 복수심에 불타는 피터의 친구 해리가 연구 중 폭발로 기계촉수와 엄청난 파워를 갖게된 닥터 옥토퍼스에게 뿌리치지 못할 제안을 하면서 스파이더맨의 운명은 점차 예측불가능한 상황으로 전개되는데...",https://movie-phinf.pstatic.net/20111221_70/1324478109601zX4NB_JPEG/movie_image.jpg
329,329,블라인드,2011,2367272,한국,(주)넥스트엔터테인먼트월드(NEW),8.08,안상훈,스릴러,111분,청소년 관람불가,"하나의 사건! 두명의 목격자! 엇갈린 진술!

연속적인 여대생 실종사건과 뺑소니 사고. 두 사건의 피해자가 동일인물로 밝혀지고 경찰은 목격자를 찾아 나서지만 수사는 점점 난항을 겪는다.

목격자 1. 시각장애인 ‘수아(김하늘)’ 사건의 첫 목격자로 등장한 사람은 다름아닌 시각장애인 ‘수아’. 촉망 받는 경찰대생이었던 그녀는 당시 사건의 정황들을 세밀히 묘사하며 수사의 방향을 잡아준다.

목격자 2. 현장을 두 눈으로 확인 한 ‘기섭(유승호)’ 수아를 중심으로 수사가 진행되던 중, 사건의 또다른 목격자가 등장한다. 바로 수아와 달리 사건의 현장을 두 눈으로 목격한 기섭. 수아와는 상반된 진술을 펼쳐 수사는 점점 다른 국면에 처하게 되는데…

진실을 향한 그들의 치열한 사투가 시작된다!!",https://movie-phinf.pstatic.net/20111223_5/1324641135319CFXC5_JPEG/movie_image.jpg
330,330,박열,2017,2359174,한국,메가박스중앙(주)플러스엠,8.09,이준익,드라마,129분,12세 관람가,"1923년, 관동대지진 이후 퍼진 괴소문으로 6천여 명의 무고한 조선인이 학살된다.

사건을 은폐하기 위해, 관심을 돌릴 화젯거리가 필요했던 일본내각은

'불령사'를 조직해 항일운동을 하던 조선 청년 '박열'을 대역사건의 배후로 지목한다.



""그들이 원하는 영웅이 돼줘야지""



일본의 계략을 눈치챈 '박열'은 동지이자 연인인 가네코 후미코와 함께

일본 황태자 폭탄 암살 계획을 자백하고,

사형까지 무릅쓴 역사적인 재판을 시작하는데....



조선인 최초의 대역죄인!

말 안 듣는 조선인 중 가장 말 안 듣는 조선인!

역사상 가장 버릇없는 피고인!

일본 열도를 발칵 뒤집은 사상 초유의 스캔들! 그 중심에 '박열'이 있었다!",https://movie-phinf.pstatic.net/20170607_7/1496812951145IU2Bn_JPEG/movie_image.jpg
331,331,맨발의 기봉이,2006,2347311,한국,(주)쇼박스,7.21,권수경,코미디,100분,전체 관람가,"남해의 아름다운 바다가 보이는 한적한 시골 ‘다랭이’ 마을에는 어려서 열병을 앓아 나이는 40살이지만 지능은 8살에 머문 때묻지 않은 노총각 기봉이 산다. 기봉이 세상에서 제일 사랑하는 것은 엄마, 제일 잘하는 것은 달리기이다. 동네 허드렛일을 하면서 얻어오는 음식거리를 엄마에게 빨리 가져다 주고 싶은 마음에 신발도 신지 않은 채 집으로 뛰어가 따뜻한 밥상을 차리는 그를 보고 동네 사람들은 ‘맨발의 기봉이’라고 부른다.

기봉이는 팔순의 노모를 극진하게 모시는 효자로 온 동네에 소문이 자자하다. 기봉이의 아침은 엄마를 위해 매일 아침 따뜻한 세숫물을 가져다 주는 것으로 시작한다. 엄마를 위해 군불을 뗄 나무도 해오고, 빨래도 도맡아 한다. 노환으로 거동이 불편하고 귀가 어두운 엄마 옆에는 항상 기봉이가 따라다닌다. 시장에 가서 물건을 사거나 심지어 화장실을 가더라도 엄마 곁에는 항상 기봉이가 지키고 있다. 그런 그도 엄마 앞에서만은 어린아이가 되어 투정을 부리기도 하지만, 엄마가 화가 날때면 나무로 직접 깎아만든 마이크로 노래도 부르고, 장난도 치면서 엄마를 달래기도 한다. 엄마에게도 세상에서 가장 소중하고 의지가 되는 아들이 바로 기봉이다. 어려운 생활 형편이지만 그들의 얼굴에는 그늘이라곤 한 점 없다. 하루 하루를 늘 감사하면서 사는 그들은 항상 밝고 환한 웃음을 지을 뿐이다.

엄마를 위해 달리는 것이 일상이다 보니 어릴 때부터 달리기 하나만은 자신 있었던 기봉은 우연히 그 지역에서 열린 달리기 대회에 엉겁결에 참여하게 되고 당당히 입상까지 한다. 그로 인해 평생 고생만 해온 엄마에게 뜻하지 않은 기쁨을 줄 수 있었던 기봉은 그 후로 달리기를 통해 엄마에게 즐거움을 주기로 결심을 한다. 한편, 기봉이의 재능을 기특하게 여긴 다랭이 마을 백 이장은 기봉이를 ‘전국 아마추어 하프 마라톤 대회’에 내보내기로 하고, 기봉이의 트레이너를 자처하며 본격적으로 훈련에 들어간다. 기봉이는 일등을 하면 이가 없어 마음대로 음식을 먹을 수 없는 엄마에게 틀니를 해드리라 결심하며 매일 동네를 달리며 연습에 매진하게 되는데…",https://movie-phinf.pstatic.net/20111222_296/1324558713277YVGi7_JPEG/movie_image.jpg
332,332,바람의 파이터,2004,2346446,한국,영화사청어람(주),8.16,양윤호,액션,120분,12세 관람가,"{나는 싸우는 것이 두렵다. 맞는 것이 두렵고, 지는 것이 두렵다. 싸우다 죽는 것보다, 불구나 폐인으로 살아남을까봐 더욱 두렵다. 바람의 소리가 들린다. 내 안에서 바람처럼 불고 있는 두려움과 공포의 소리.}

1935년 전북 김제. 마을 유지의 아들이었던 소년 최배달은 머슴 범수를 통해 택견을 배우며 강한 파이터의 꿈을 키운다. 그러나 독립운동에 연류된 범수가 자취를 감추고 스승을 잃은 배달은 비행사가 되기 위해 일본으로 밀항하기에 이른다. 하지만 항공학교에서 그를 기다리는 것은 상상을 넘어선 차별 뿐인데.

죠센징이라는 차별에 대한 분노로 교관을 때려 눕히는 배달. 그러나 맨 손의 그에게 사무라이의 후예인 가토대위가 살기어린 진검을 겨누고 배달은 칼날에 등을 보인 채 도주하고 만다. 최배달은 항공학교에서 사귄 친구 춘배, 어린 시절 자신에게 처음으로 택견을 가르쳐줬던 머슴 범수와 함께 조선인 학교 건립의 꿈을 키워간다. 그러나 야쿠자들의 칼날에 그동안 모은 배급표와 돈들을 빼앗기고 대항하던 범수 역시 목숨을 잃는다. 복수를 위해 나서보지만 약함만을 뼈저리게 느낄 뿐. 강해져야 한다!

힘없는 정의도 무능이요.. 정의 없는 힘도 무능임을 깨달은 그는 입산수련을 결심한다. 범수가 늘 품고 있던 책, 미야모토 무사시의 오륜서를 들고 산으로 들어가는 최배달. 문명과 담을 쌓은 혹독한 수련! 처절하리만큼 외로운 자신과의 싸움! 인간의 한계를 넘어서는 그 모든 고통을 견뎌내며 그는 시대를 향한 도전을 준비하게 되는데. 살을 에이는 추위를 얇은 도복 하나만으로 버텨내는 인고의 날들. 맨발로 자갈길을 달리고 야생열매로 연명하며 폭포를 몸으로 받아내는 살인적 훈련이 이어진다. 마침내 손가락 하나로 팔굽혀펴기 천 회를 마치고 자연석을 격파하게 된 최배달.

하산한 배달은 일본 최고의 가라데 도장인 니조 도장을 격파하며 일본 무도계에 도전장을 던진다. 일본 최강의 도장들을 차례차례 격파하는 최배달. 언론은 그의 행적을 대서특필하고 한편으로는 그를 겨냥한 음모가 시작된다. 닌자의 습격으로 치명적 부상을 입은 최배달. 그러나 자객은 친구 춘배의 목숨을 담보로 그를 끌어낸다. 세상이 모두 잠든 칠흙 같은 어둠, 난자당한 옆구리를 움켜쥐고 피의 걸음을 떼어놓는 파이터 최배달...

{일본을 비롯해 전세계 100명의 무도 고수와 대결해 승리한 최배달. 그는 맨손으로 황소와 대결해 소뿔을 꺽는 등, 신화와 같은 일화를 남겼다. 일본 청소년들이 뽑은 ‘위대한 10걸’ 중의 한 사람인 그는, 1964년, 실전무예를 근간으로 한 ‘극진회관’을 설립했고, 현재까지 그의 제자는 전세계 140개국 2,000만 명에 이른다. 1994년 4월, 그는 평생 그리워했던 조국을 품에 안은 채 이국 땅 일본에서 사망했다. 이 영화를 최배달 선생의 영전에 바친다.“

“가난해도 좋다. 단지 하나의 목표에 목숨을 걸고 정진하는 인간은 정말로 훌륭하고 아름답다. 그런 인간은 진정 숭고하게 보인다.” - 최배달 어록 중 -}",https://movie-phinf.pstatic.net/20111222_262/132455007716617FoB_JPEG/movie_image.jpg
